stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_timezone,location_type,parent_station,platform_code,area_id
0100BRP90233,bstdmgp,Triangle West,51.456524,-2.608023,Europe/London,,,,
0100BRP90237,bstdmwa,Queen's Road,51.456512,-2.606583,Europe/London,,,,
0100BRP90986,bstdatw,Black Boy Hill,51.471226,-2.616037,Europe/London,,,,
0100BRP90988,bstdgda,Black Boy Hill,51.470692,-2.615152,Europe/London,,,,
0100BRP90990,bstdmam,Clifton Down Station,51.464085,-2.609434,Europe/London,,,,
0100BRP90983,bstdjwa,Clifton Down Station,51.464191,-2.609579,Europe/London,,,,
01000053221,bstgjgm,Bus Station (Bay 3),51.458942,-2.593345,,0,010G0005,3,
0100BRP91029,bstdapm,Westbury Road,51.478901,-2.616731,Europe/London,,,,
0100BRP90363,bstgwaw,Cabot Circus,51.459309,-2.588959,Europe/London,,,,
010000036,bstpjag,Cabot Circus,51.459297,-2.587793,Europe/London,,,,
0170SGP90682,sglawma,Frenchay Campus (Stop A),51.500195,-2.546223,,0,017G0003,,
0170SGP90687,sglawtp,UWE The Gardens,51.501381,-2.544509,Europe/London,,,,
0170SGP90688,sglawtw,UWE The Gardens,51.501495,-2.544323,Europe/London,,,,
017000081,sgltajp,UWE East Gate,51.499802,-2.545052,Europe/London,,,,
0180BAA01319,bthmtwj,Bus Station (Bay 1),51.377853,-2.359460,,0,018G0001,1,
0180BAC30575,bthjwma,Balustrade,51.393986,-2.347097,Europe/London,,,,
0180BAC30576,bthjwjg,Balustrade,51.393452,-2.347998,Europe/London,,,,
0190NSB00001,wsmpdpa,Interchange,51.346794,-2.974176,Europe/London,,,,
021013252,ahladawt,Allenby Avenue,51.890316,-0.489895,Europe/London,,,,
021013107,ahladapd,Church Street (Stop P2),51.886604,-0.519342,Europe/London,,,,
021013112,ahladapt,The Quadrant (Stop N3),51.886681,-0.521635,Europe/London,,,,
021013114,ahladata,Priory View,51.887062,-0.513573,Europe/London,,,,
021013517,ahladjtj,Manor Road,51.853912,-0.445579,Europe/London,,,,
021013520,ahladjtw,Manor Road,51.853786,-0.445497,Europe/London,,,,
021013258,ahladgag,Boscombe Road,51.887699,-0.507754,Europe/London,,,,
021013518,ahladjtm,Woodside Road,51.855499,-0.444450,Europe/London,,,,
021013519,ahladjtp,Woodside Road,51.855690,-0.443950,Europe/London,,,,
021013536,ahladmap,Prebendal Drive,51.854885,-0.434089,Europe/London,,,,
021013537,ahladmat,Prebendal Drive,51.854958,-0.434043,Europe/London,,,,
021013755,ahladptp,The Vale Academy,51.895432,-0.504024,Europe/London,,,,
021016520,ahlajptg,The Vale Academy,51.895584,-0.503365,Europe/London,,,,
021013762,ahladpwp,Chiltern Park (Stop W4),51.891678,-0.513115,Europe/London,,,,
021016546,ahlajtpa,Central Bedfordshire College (Stop J3),51.890556,-0.516843,Europe/London,,,,
021013521,ahladjwa,Woodside View,51.851551,-0.446503,Europe/London,,,,
021024584,ahlamdwa,Woodside View,51.851635,-0.447371,Europe/London,,,,
021013763,ahladpwt,Asda (Stop J1),51.889275,-0.521419,Europe/London,,,,
021013541,ahladmdg,Pepsal End Lane,51.851273,-0.426026,Europe/London,,,,
021013542,ahlajpgd,Pepsal End Lane,51.851200,-0.426159,Europe/London,,,,
021013539,ahladmda,Old School Walk,51.853157,-0.430432,Europe/London,,,,
021013540,ahlatamt,Old School Walk,51.853207,-0.430314,Europe/London,,,,
021013534,ahladmaj,Grove Park Road,51.858578,-0.438564,Europe/London,,,,
021013535,ahladmam,Grove Park Road,51.858452,-0.438540,Europe/London,,,,
021013543,ahladmdj,Caravan Park,51.849457,-0.430256,Europe/London,,,,
021013525,ahladjwj,Piper's Road,51.856556,-0.456452,Europe/London,,,,
021013527,ahlatamj,Piper's Road,51.856487,-0.456527,Europe/London,,,,
021013581,ahlatapt,Hawthorn Crescent,51.862438,-0.458458,Europe/London,,,,
021013580,ahladmja,Hawthorn Crescent,51.862705,-0.458463,Europe/London,,,,
021013743,ahladpma,Hadrian Avenue,51.896519,-0.496852,Europe/London,,,,
021013756,ahladptw,Ridgeway Avenue,51.894283,-0.506460,Europe/London,,,,
021013759,ahladpwg,Ridgeway Drive,51.890076,-0.502778,Europe/London,,,,
021013760,ahladpwj,Ridgeway Drive,51.889950,-0.502869,Europe/London,,,,
021013754,ahladptm,Wilbury Drive,51.896961,-0.500500,Europe/London,,,,
021013753,ahladptj,Wilbury Drive,51.897110,-0.500393,Europe/London,,,,
021013523,ahladjwd,The Chapel,51.853676,-0.450553,Europe/London,,,,
021013524,ahladjwg,The Chapel,51.854118,-0.451482,Europe/London,,,,
021024551,ahlamdgj,Tesco Store Skimpot,51.889973,-0.484326,Europe/London,,,,
021013764,ahlatamp,Sainsbury's (Stop W3),51.889679,-0.511336,Europe/London,,,,
021013511,ahladjpm,Manor Road (Stop A),51.865150,-0.457682,Europe/London,,,,
021013510,ahladjpj,Manor Road (Stop B),51.865459,-0.457236,Europe/London,,,,
021013508,ahladjpd,Winchfield,51.867702,-0.457595,Europe/London,,,,
021013582,ahlatapw,Winchfield,51.867714,-0.457711,Europe/London,,,,
021013583,ahlatata,Chaul End Road,51.870571,-0.460315,Europe/London,,,,
021013509,ahladjpg,Chaul End Road,51.870605,-0.460154,Europe/London,,,,
021024595,ahlamgap,Lyons Community Centre,51.879185,-0.464219,Europe/London,,,,
021013250,ahladawm,Evelyn Road,51.890617,-0.488373,Europe/London,,,,
021013257,ahladgad,Liscombe Road,51.888092,-0.502321,Europe/London,,,,
021013249,ahladawj,Liscombe Road,51.888142,-0.502842,Europe/London,,,,
021013757,ahladpwa,Linsell House,51.892590,-0.506022,Europe/London,,,,
021013758,ahladpwd,Linsell House,51.892323,-0.505653,Europe/London,,,,
021016519,ahlajptd,White Lion Retail Park North,51.891415,-0.514868,Europe/London,,,,
021013054,ahladajg,Kingsbury Avenue,51.889038,-0.497000,Europe/London,,,,
02900033,ltnamg,Luton Station Interchange (Stand 3),51.882179,-0.414761,,0,029G00031,3,
02900039,ltnapd,Luton Station Interchange (Stand 9),51.882004,-0.415131,,0,029G00031,9,
02900061,ltndgw,Airport Bus Station (Bay K),51.879303,-0.375418,,0,029G0052,K,
02903004,ltnatgm,Luton & Dunstable Hospital,51.893639,-0.475701,Europe/London,,,,
02903003,ltnatgj,Luton & Dunstable Hospital,51.894608,-0.476206,Europe/London,,,,
02903040,ltnatwd,Browning Road,51.891571,-0.483502,Europe/London,,,,
02903041,ltnatwg,Browning Road,51.891548,-0.484477,Europe/London,,,,
02903529,ltndgaj,Bracknell Close,51.896954,-0.492870,Europe/London,,,,
02904620,ltndwga,Bracknell Close,51.896641,-0.494406,Europe/London,,,,
02903036,ltnatpm,Simpson Close,51.892918,-0.465189,Europe/London,,,,
02903038,ltnatpw,Shelley Road,51.892159,-0.480213,Europe/London,,,,
02903039,ltnatwa,Shelley Road,51.892467,-0.479679,Europe/London,,,,
02903002,ltnatgd,Lime Avenue,51.896614,-0.477838,Europe/London,,,,
02903001,ltnatga,Lime Avenue,51.897346,-0.478003,Europe/London,,,,
02904619,ltndwdw,Old Dairy Court,51.893700,-0.490246,Europe/London,,,,
02904618,ltndwdt,Katherine Drive,51.895584,-0.494267,Europe/London,,,,
02903574,ltndgtd,Wilbury Drive,51.897358,-0.498612,Europe/London,,,,
02903047,ltnawad,Tesco Store Skimpot,51.890053,-0.484149,Europe/London,,,,
02903037,ltnatpt,Halfway Avenue,51.892868,-0.466179,Europe/London,,,,
02903531,ltndgap,Emerald Road,51.896969,-0.488451,Europe/London,,,,
02903532,ltndgat,Emerald Road,51.896790,-0.487352,Europe/London,,,,
02903533,ltndgaw,Carmelite Road,51.896690,-0.483824,Europe/London,,,,
02903534,ltndgda,Carmelite Road,51.896984,-0.483581,Europe/London,,,,
02903535,ltndgdg,Lewsey Road,51.898071,-0.480027,Europe/London,,,,
030059120006,brkpwpg,Newbury Wharf (Bay F),51.400955,-1.320896,,0,ITO27875,F,
035059860001,wokgtmg,Mereoak Lane - Park & Ride,51.406113,-0.980240,Europe/London,,,,
03700074,slgagwa,St Bernards Convent,51.504971,-0.573335,Europe/London,,,,
03700075,slgagwd,St Bernards Convent,51.504669,-0.572825,Europe/London,,,,
03700076,slgagwg,Kaywood Close,51.503117,-0.569387,Europe/London,,,,
03700077,slgagwj,Kaywood Close,51.502712,-0.568132,Europe/London,,,,
03700078,slgagwm,Upton Court Road Junction,51.501236,-0.565671,Europe/London,,,,
03700079,slgagwp,Upton Court Road Junction,51.500557,-0.563863,Europe/London,,,,
03700080,slgagwt,Drake Avenue,51.499607,-0.561804,Europe/London,,,,
03700081,slgajad,Drake Avenue,51.499348,-0.559737,Europe/London,,,,
03700082,slgajag,Cedar Way,51.497814,-0.556486,Europe/London,,,,
03700083,slgajaj,Cedar Way,51.497448,-0.556008,Europe/London,,,,
03700084,slgajam,Ditton Park Road,51.495914,-0.552556,Europe/London,,,,
03700085,slgajap,Ditton Park Road,51.494858,-0.550083,Europe/London,,,,
03700086,slgajat,The Toby,51.494114,-0.548824,Europe/London,,,,
03700087,slgajaw,The Toby,51.493546,-0.546624,Europe/London,,,,
03700155,slgamgp,Crown Close,51.486988,-0.531867,Europe/London,,,,
03700156,slgamgt,Crown Close,51.485603,-0.529780,Europe/London,,,,
03700157,slgamgw,Red Lion,51.484428,-0.527844,Europe/London,,,,
03700158,slgamja,Red Lion,51.484264,-0.527648,Europe/London,,,,
03700159,slgamjd,Ye Olde George Inn,51.483612,-0.523766,Europe/London,,,,
03700160,slgamjg,Ye Olde George Inn,51.483604,-0.522398,Europe/London,,,,
03700161,slgamjm,Star & Garter,51.482418,-0.520305,Europe/London,,,,
03700162,slgamjp,Coleridge Crescent West,51.480640,-0.516301,Europe/London,,,,
03700163,slgamjt,Coleridge Crescent West,51.480476,-0.516119,Europe/London,,,,
03700165,slgampa,Poyle Road Junction,51.479755,-0.513032,Europe/London,,,,
03700166,slgampd,Poyle Road Junction,51.479641,-0.512517,Europe/London,,,,
03700167,slgampg,Galleymead Road,51.479382,-0.509789,Europe/London,,,,
03700168,slgampj,Galleymead Road,51.478848,-0.508280,Europe/London,,,,
03700308,slgatpw,Slough Grammar School,51.505955,-0.577353,Europe/London,,,,
03700309,slgatwa,Uxbridge Road Sainsbury's,51.506756,-0.578841,Europe/London,,,,
03700310,slgatwd,Sorting Office (Stop K),51.509052,-0.585312,Europe/London,,,,
03700323,slgawaj,Wellington Street (Stop A),51.510571,-0.593234,Europe/London,,,,
03700330,slgawat,Queensmere Centre (Stop P),51.509171,-0.594257,Europe/London,,,,
03700340,slgawga,Queensmere Car Park (Stop H),51.509808,-0.590347,Europe/London,,,,
03700344,slgawgj,Observatory Centre (Stop M),51.507759,-0.588320,Europe/London,,,,
03700345,slgawgm,Wexham Road (Stop L),51.507477,-0.586456,Europe/London,,,,
03700347,slgawgp,Herschel Street (Stop N),51.507355,-0.591157,Europe/London,,,,
03700518,slgdgwp,Uxbridge Road Sainsbury's,51.507317,-0.579904,Europe/London,,,,
039028320003,rdgjdaj,Station North Interchange (Stop NC),51.460300,-0.971204,Europe/London,,,,
040000001301,bucdamad,Oakside,51.552803,-0.487571,Europe/London,,,,
040000001302,bucdamag,Oakside,51.553417,-0.488416,Europe/London,,,,
040000001303,bucdamaj,Knighton Way Lane,51.556175,-0.490849,Europe/London,,,,
040000001304,bucdamam,Knighton Way Lane,51.555740,-0.490662,Europe/London,,,,
040000001305,bucdamap,Springbridge Nurseries,51.566067,-0.500737,Europe/London,,,,
040000001306,bucdamat,Springbridge Nurseries,51.565948,-0.501232,Europe/London,,,,
040000001307,bucdamaw,Denham Avenue,51.568237,-0.503869,Europe/London,,,,
040000001309,bucdamdg,Village Road,51.571297,-0.504865,Europe/London,,,,
040000001310,bucdamdj,Village Road,51.571724,-0.505068,Europe/London,,,,
040000001311,bucdamdm,Old Rectory Lane,51.575207,-0.503770,Europe/London,,,,
040000001312,bucdamdp,Old Rectory Lane,51.575298,-0.503911,Europe/London,,,,
040000001313,bucdamdt,Station Parade,51.579594,-0.500148,Europe/London,,,,
040000001315,bucdamga,Moorfield Road,51.581566,-0.497052,Europe/London,,,,
040000001316,bucdamgd,Moorfield Road,51.582027,-0.496416,Europe/London,,,,
040000001348,bucdamwp,Station Parade,51.580643,-0.498727,Europe/London,,,,
0400ZZLUAMS0,,Amersham Underground Station (Main Entrance),51.674206,-0.607342,,2,940GZZLUAMS,,
0400ZZLUCAL0,,Chalfont & Latimer Underground Station (South Entrance),51.667915,-0.560597,,2,940GZZLUCAL,,
0400ZZLUCAL1,,Chalfont & Latimer Underground Station (North Entrance),51.668121,-0.560605,,2,940GZZLUCAL,,
0400ZZLUCSM0,,Chesham Underground Station (Main Entrance),51.705227,-0.611093,,2,940GZZLUCSM,,
049000000804,mltagdwg,Milton Keynes Coachway (Bay 4),52.055653,-0.698705,,0,049GBUSCWY1,4,
0500CCITY477,CMBGJMTW,Parkside (Bay 17),52.203358,0.129018,Europe/London,,,17,
0500CCITY478,CMBGJMWA,Parkside (Bay 18),52.203247,0.129261,Europe/London,,,,
0500CCITY248,CMBDAPWP,Trumpington Park-and-Ride,52.167728,0.108086,Europe/London,,,,
059013703,PETPTJD,Queensgate Bus Park (Bay E),52.576401,-0.247715,Europe/London,,,E,
0590PQG10,PETGPGM,Queensgate Bus Stn (Bay 10),52.573940,-0.246677,,0,059GPB25,10,
0600CR290,CHEPTPW,Bus Station (Stand C),53.068695,-2.520319,,0,ITO35459,C,
0610CH19051,CHWTJMT,Chester Bus Interchange (Stand N),53.194675,-2.889462,,0,061GCHCBI,N,
0690WNA02867,wrgadad,Bus Interchange (Stand 1),53.391163,-2.593715,,0,069GWAR11,1,
075071047D,hardwjw,Interchange,54.686226,-1.208970,,0,075G71047,D,
07605263,dloadtgm,Leisure,54.522945,-1.553794,Europe/London,,,,
07605752,dloajdgj,Dolphin Centre,54.523815,-1.553661,Europe/London,,,,
077072572A,sktgawp,Roseberry Road Roundabout,54.608875,-1.300315,Europe/London,,,,
077072583A,sktgdmt,The Swan,54.611259,-1.299809,Europe/London,,,,
077072002M,sktjgmt,High Street (Stand M),54.561321,-1.312586,Europe/London,,,M,
077072002O,sktjgpa,High Street (Stand O),54.560764,-1.312766,Europe/London,,,O,
07907300133,mbradmd,Bus Station (Stand Z),54.576035,-1.241875,Europe/London,,,,
079073001Z,mbradma,Bus Station,54.576008,-1.239199,Europe/London,,,,
0800COZ06384,coradwpd,Bus Station (Stand D),50.121212,-5.531984,,0,080G001,D,
0800COZ06365,corajmjt,Bus Station (Bay 1),50.213432,-5.297653,,0,080G002,1,
0800COC31523,corawatp,Bus Station (Stand 1),50.412968,-5.085683,,0,080G004,1,
0800COZ06359,cordjgdg,Bus Station (Stand A),50.339283,-4.789613,,0,080G005,A,
0800COD41085,coramtam,Railway Station,50.233322,-5.226025,,0,080G006,,
0800COC30258,corajtaj,Seven Stars,50.100605,-5.276496,Europe/London,,,,
0800COA15353,corgdpag,Bus Station (Stand K),50.262409,-5.048981,,0,080G010,K,
0800COD40521,coragjgp,The Star Inn,50.146885,-5.477440,Europe/London,,,,
0800COD40522,coragjga,The Star Inn,50.146271,-5.478642,Europe/London,,,,
0800COD40508,coragtdp,Foundry Square,50.184185,-5.421107,Europe/London,,,,
0800COD40507,coragtda,Viaduct,50.185406,-5.421461,Europe/London,,,,
0800COA15248,corgdgwa,Argos,50.154327,-5.074102,Europe/London,,,,
0800COA10388,cordmgaw,Car Park,50.472057,-4.719493,Europe/London,,,,
0800COA10386,cordmgda,Car Park,50.472157,-4.719471,Europe/London,,,,
0800COC31221,cordmdpg,Polgrean Place,50.359623,-4.717377,Europe/London,,,,
0800COC31222,cordmdpt,Polgrean Place,50.360268,-4.717007,Europe/London,,,,
0800COC30815,cordamga,Fal Garage,50.278164,-4.995676,Europe/London,,,,
0800COC30873,cordamdw,Fal Garage,50.278179,-4.995438,Europe/London,,,,
0800COD41305,cordtadt,Post Office,50.454872,-4.465125,Europe/London,,,,
0800COD41304,cordtadm,Lloyds Bank,50.455036,-4.465289,Europe/London,,,,
0800COC31215,cordmagw,Four Lords,50.351067,-4.727714,Europe/London,,,,
0800COC31216,cordmama,Four Lords,50.351177,-4.726877,Europe/London,,,,
0800COC31306,cordgdgd,Dolphin Inn,50.298679,-4.900806,Europe/London,,,,
0800COC31307,cordgdgj,Dolphin Inn,50.298695,-4.900597,Europe/London,,,,
0800COD41003,coramagm,Cornwall College,50.227184,-5.271383,Europe/London,,,,
0800COD41095,coramadp,Cornwall College,50.226788,-5.272379,Europe/London,,,,
0800COC31229,cordmtdm,The Royal Talbot,50.408092,-4.670182,Europe/London,,,,
0800COC31231,cordmtdp,The Royal Talbot,50.408081,-4.670026,Europe/London,,,,
0800COC30649,coratgmj,Bridge,50.166878,-5.097779,Europe/London,,,,
0800COC30680,coratgmg,Bridge,50.166889,-5.098060,Europe/London,,,,
0800COA10196,cordpawj,Post Box,50.444340,-4.559588,Europe/London,,,,
0800COA10194,cordpawp,Bus Shelter,50.444839,-4.558911,Europe/London,,,,
0800COD40907,coragtpj,Fore Street,50.190994,-5.411028,Europe/London,,,,
0800COD40908,coragtmw,Fore Street,50.190952,-5.411515,Europe/London,,,,
0800COA10269,cordwgmw,Foot Bridge,50.423569,-4.289137,Europe/London,,,,
0800COA10268,cordwgmt,Foot Bridge,50.423458,-4.290230,Europe/London,,,,
0800COA10267,cordwawg,Brick Shelter,50.414429,-4.325437,Europe/London,,,,
0800COA15330,corgdmjw,Quay Road,50.414497,-4.324764,Europe/London,,,,
0800COA15493,corgdwtd,The Parade,50.099037,-5.271857,Europe/London,,,,
0800COA16098,corgmtdt,Interchange,50.170712,-5.444418,Europe/London,,,,
0800COC30451,corampwp,Railway Station,50.232876,-5.226851,Europe/London,,,,
090033101560,cumamptj,Bus Station (Bay 1),54.894295,-2.932406,,0,ITO18510,1,
090074562848,cumdgawd,Rail Station,54.662121,-2.758131,Europe/London,,,,
1000DCBSB267,dbsajgaj,Coach Station (Bay A),53.234280,-1.428977,Europe/London,,,,
1000DCBSB489,dbsajgam,Coach Station (Bay B),53.234116,-1.428770,Europe/London,,,,
100053811,dbsjgadt,M1 Motorway Services,53.139225,-1.327913,Europe/London,,,,
100053812,dbsjgadw,M1 Motorway Services,53.135986,-1.333554,Europe/London,,,,
1090BSTN25,dbyptmjm,Bus Station (Bay 25),52.922318,-1.470984,,0,109GDDCCBS01,25,
1100DEC10524,dvndptjt,Bus Station,50.901672,-3.486647,Europe/London,,,,
1100DEM55095,dvndgwjp,Rail Station,50.529091,-3.599984,Europe/London,,,,
1100DEM55097,dvndgwmj,Rail Station (Stop K),50.529301,-3.599892,Europe/London,,,,
1100DEA10805,dvnajwad,The Gardens,51.209534,-4.123845,Europe/London,,,,
1100DEA10299,dvndamdg,Coronation Road opp Town Mill (Stop D),50.431576,-3.683223,Europe/London,,,,
1100DEA10298,dvndamdw,Opposite Royal Seven Stars Hotel (Stop E),50.430862,-3.682677,Europe/London,,,,
1100DEA10943,dvnajagm,George Hotel (Stop A),51.107536,-4.160781,Europe/London,,,,
1100DEA10944,dvnajagw,SQ Restaurant (Stop B),51.107582,-4.160726,Europe/London,,,,
1100DEA11274,dvnawapt,Broad Street,51.017769,-3.834866,Europe/London,,,,
1100DEA11273,dvnawata,King Street,51.017696,-3.835576,Europe/London,,,,
1100DEA57431,dvngtgta,Sidwell Street (Stop 38),50.727390,-3.523686,Europe/London,,,,
1100DEA10463,dvnatdgd,BP Garage (Stop B),50.388927,-3.918413,Europe/London,,,,
1100DEA10464,dvnatdga,Town Hall (Stop A),50.388905,-3.918567,Europe/London,,,,
1100DEC10842,dvndpwtm,Miller & Carter,50.725163,-3.471701,Europe/London,,,,
1100DEC10843,dvndpwtp,Honiton Road P&R,50.725407,-3.470773,Europe/London,,,,
1100DEA57098,dvngpgwj,Bampfylde Street (Stop 34),50.726875,-3.523145,Europe/London,,,,
1100DEZ05139,dvnamwdt,Bus Station (Stand G),51.078884,-4.056606,,0,110G10,G,
1180PLC30044,plymdwp,Plymouth Road Superstore,50.388893,-4.088516,Europe/London,,,,
118000037,plytadg,Plymouth Coach Station,50.372852,-4.143576,Europe/London,,,,
1190TOA10662,tbydpjm,Coach Station,50.473415,-3.536207,Europe/London,,,,
1190TOA10225,tbyatjp,Great Western Road,50.434132,-3.565845,Europe/London,,,,
1200DOZ04776,dorajwjd,South Station,50.709171,-2.437749,Europe/London,,,,
1200POA10113,dordgamj,Bus Station (Stop 2),50.609798,-1.960256,,0,ITO18507,2,
1200022838,dorawjtj,Post Office,50.686676,-2.110130,Europe/London,,,,
1200POA10060,dorawjtg,Red Lion,50.686298,-2.110086,Europe/London,,,,
1200POA10069,dordadmt,Village Centre,50.637012,-2.055358,Europe/London,,,,
1200POA10070,dordadmp,Village Centre,50.637127,-2.055585,Europe/London,,,,
1200DOA90860,dordpmjw,Marks and Spencer,50.610794,-2.453016,Europe/London,,,,
1280DOB20945,plejgwt,Bournemouth University (Stop G),50.742897,-1.898675,Europe/London,,,,
1280POA05817,plejtjt,Seldown Coach Station (Stop S2),50.717159,-1.977036,Europe/London,,,,
1280POA11623,plejgdw,County Gates (Stop 1),50.722939,-1.906340,Europe/London,,,,
1280POA11603,plejajd,Branksome Station,50.727356,-1.922270,Europe/London,,,,
1280POA11604,plejajm,Branksome Station,50.727169,-1.921959,Europe/London,,,,
1280POA11595,plegmtg,St Johns Church,50.728790,-1.939681,Europe/London,,,,
1280POX38425,plegmwg,St Johns Church,50.728889,-1.939511,Europe/London,,,,
1290BOT11618,bouajpj,County Gates,50.723568,-1.905177,Europe/London,,,,
1290POX38418,boudmwa,Bournemouth Station (Stand A),50.726784,-1.864793,Europe/London,,,,
1290BOB20464,boudmwm,Bournemouth Station (Stand F),50.726936,-1.865218,Europe/London,,,,
13005105C,durdgwad,University - Palatine Centre,54.768959,-1.570041,Europe/London,,,,
13005105G,durdgwag,University - Palatine Centre,54.768837,-1.570493,Europe/London,,,,
13005645B,durdmgjd,Sutton Street,54.778275,-1.584495,Europe/London,,,,
149000006035,bridwgd,Preston Circus (Stop H),50.833149,-0.138148,Europe/London,,,,
149000006041,bridawa,Harrington Road,50.845879,-0.151364,Europe/London,,,,
149000006048,brijmgd,The Deneway East,50.855598,-0.154275,Europe/London,,,,
149000006052,bridtpt,Patcham Place,50.864922,-0.152245,Europe/London,,,,
149000006099,brimjpm,King Alfred Leisure Centre,50.825607,-0.178489,Europe/London,,,,
149000006115,brijdwd,Station Road,50.829838,-0.209480,Europe/London,,,,
149000006680,briatmd,Hove Railway Station,50.834740,-0.171076,Europe/London,,,,
149000006937,brimdmd,St Peter's Church (Stop L),50.827518,-0.135347,Europe/London,,,,
149000007032,briapga,Preston Circus (Stop X),50.834110,-0.139814,Europe/London,,,,
149000007039,bridpjw,Preston Drove,50.843967,-0.151652,Europe/London,,,,
149000007048,brijmwm,The Deneway East,50.855835,-0.154380,Europe/London,,,,
149000007052,briagwj,Patcham Place,50.865170,-0.152718,Europe/London,,,,
149000007099,bridawj,King Alfred Leisure Centre,50.825371,-0.178271,Europe/London,,,,
149000007115,bridtmp,Station Road,50.829704,-0.209556,Europe/London,,,,
149000007813,bridwad,Old Steine (Stop D),50.821701,-0.137254,Europe/London,,,,
149000007835,brimjgm,Old Steine south (Stop Z),50.820549,-0.136548,Europe/London,,,,
149000020001,brijwjt,Pool Valley Coach Station (Stop P),50.819752,-0.137957,,0,149GPOOLVAL,P,
150003475E,esxjdtja,Audleigh Place,51.607388,0.066803,Europe/London,,,,
150003475W,esxjdtjd,Audleigh Place,51.607212,0.067113,Europe/London,,,,
150008920N,esxjgjtg,Lambourne Road,51.618835,0.114157,Europe/London,,,,
150008920S,esxjgjtj,Lambourne Road,51.619274,0.113917,Europe/London,,,,
150012891N,esxjdtjm,Stradbroke Park,51.605011,0.072573,Europe/London,,,,
150012891S,esxjdtjp,Stradbroke Park,51.604816,0.072925,Europe/London,,,,
150021001003,esxgapjp,The Rabbits,51.648251,0.168606,Europe/London,,,,
150021001004,esxgapjt,The Rabbits,51.647968,0.168260,Europe/London,,,,
150021001005,esxgapjw,Gordon Cottages,51.645153,0.165394,Europe/London,,,,
150021001006,esxgapma,Gordon Cottages,51.644703,0.165444,Europe/London,,,,
150021001007,esxgapmg,Primary School,51.641346,0.165574,Europe/London,,,,
150021001008,esxgapmd,Primary School,51.641083,0.166082,Europe/London,,,,
150021001009,esxgapmp,The Nursery,51.634266,0.171118,Europe/London,,,,
150021001010,esxgapmj,The Nursery,51.633274,0.172559,Europe/London,,,,
150021001011,esxgapmt,Bournebridge Lane,51.631886,0.174285,Europe/London,,,,
150021001012,esxgapmw,Bournebridge Lane,51.631481,0.175653,Europe/London,,,,
150021001015,esxgaptj,Tysea Hill,51.627018,0.187027,Europe/London,,,,
150021001016,esxgaptg,Tysea Hill,51.626869,0.187670,Europe/London,,,,
150033034100,esxjmpdw,Coach,51.889988,0.906314,Europe/London,,,,
1500330341Y0,esxjmpga,Coach,51.889900,0.906308,Europe/London,,,,
150035031018,esxatdta,Bus Station (Stand 14),51.770031,0.095662,,0,150G00000876,14,
150037001002,esxgawaj,Holiday Inn,51.609829,0.267718,Europe/London,,,,
150037001004,esxgadpw,The Bull,51.611996,0.275164,Europe/London,,,,
150037001005,esxgadta,South Weald Parish Hall,51.613281,0.278840,Europe/London,,,,
150037001006,esxgadtd,South Weald Parish Hall,51.613762,0.280091,Europe/London,,,,
150037001007,esxgadtg,Kavanaghs Road,51.615265,0.285093,Europe/London,,,,
150037001008,esxgadtj,Kavanaghs Road,51.615425,0.285231,Europe/London,,,,
150037002001,esxgadtm,London Road Cemetery,51.617001,0.290670,Europe/London,,,,
150037002003,esxgadwa,Police Station,51.618656,0.295275,Europe/London,,,,
150037002004,esxgadtw,Police Station,51.618793,0.295585,Europe/London,,,,
150037002005,esxgadwd,Crown Street (Stop J),51.619617,0.299339,Europe/London,,,,
150037002006,esxgadwg,Crown Street (Stop K),51.619701,0.299358,Europe/London,,,,
15003802001,esxdptpd,Tesco East Store,51.881405,0.582820,Europe/London,,,,
150042002001,esxatgmp,Maple Gate,51.655838,0.067937,Europe/London,,,,
150042002100,esxjgjam,Epping Forest College,51.646950,0.077766,Europe/London,,,,
1500420021Y0,esxjmdpm,Epping Forest College,51.646938,0.079500,Europe/London,,,,
150042004003,esxatpmd,Burton Road,51.648418,0.084786,Europe/London,,,,
150042004004,esxatgtg,Vere Road,51.648926,0.085142,Europe/London,,,,
150042005001,esxatgtm,Etheridge Road,51.651920,0.084585,Europe/London,,,,
150042005002,esxatgtp,Etheridge Road,51.651917,0.084311,Europe/London,,,,
150042005003,esxatgwa,Mannock Drive,51.652893,0.083459,Europe/London,,,,
150042005004,esxatgtw,Mannock Drive,51.653210,0.083965,Europe/London,,,,
150042005005,esxatgwd,Goldingham Avenue,51.654839,0.085760,Europe/London,,,,
150042005006,esxatgwg,Goldingham Avenue,51.654957,0.085766,Europe/London,,,,
150042005007,esxatgwj,The Cottage Loaf,51.656830,0.085664,Europe/London,,,,
150042005008,esxatgwm,The Cottage Loaf,51.657093,0.085401,Europe/London,,,,
150042005010,esxatgwt,Colebrook Lane,51.658749,0.083381,Europe/London,,,,
150042006001,esxatjad,Davenant School,51.661194,0.084505,Europe/London,,,,
150042006003,esxatjag,Chandler Road,51.657856,0.079870,Europe/London,,,,
150042006004,esxatjaj,Chandler Road,51.657578,0.079452,Europe/London,,,,
150042006006,esxatpmg,Pyrles Lane,51.656887,0.076703,Europe/London,,,,
150042008003,esxatjaw,Hillcroft,51.656509,0.073678,Europe/London,,,,
150042008004,esxatjda,Hillcroft,51.656345,0.072803,Europe/London,,,,
